address,lat,lon
"세종특별자치시 달빛로 59, 호만빌딩 601~603호 (종촌동)",36.503,127.255
"세종특별자치시 도움3로 105-5, 504호 (종촌동, 종촌중앙프라자)",36.503,127.255
"세종특별자치시 도움3로 105-5, 501.502.503.507호 (종촌동, 종촌중앙프라자)",36.503,127.255
"세종특별자치시 장군면 장척로 407, 2층",36.53,127.235
"세종특별자치시 도움3로 105-7, 302호 (종촌동, 메디케어빌딩)",36.503,127.255
"세종특별자치시 한누리대로 265, 명동프라자 403~405호 (나성동)",36.507,127.258
"세종특별자치시 보듬3로 95, 해피라움3 307,308,309-1,310-2,401~5,410,603~8,705~6호(아름동) (아름동)",36.488,127.28
"세종특별자치시 다정중앙로 39, 다정센터프라자2 504호 (다정동)",36.527,127.265
"세종특별자치시 보듬3로 6, 212호 (도담동, 라온프라이빗시티2상가)",36.498,127.27
"세종특별자치시 보듬3로 91, 305호 (아름동, 해피라움4상가)",36.488,127.28
"세종특별자치시 금송로 687, 3층 (가람동, 이마트세종점)",36.4804,127.28957
"세종특별자치시 도움3로 105-5, 402.403호 (종촌동, 종촌중앙프라자)",36.503,127.255
"세종특별자치시 한누리대로 583, 도담센트럴프라자 302,303,304,504,505호 (도담동)",36.498,127.27
"세종특별자치시 보듬4로 9, 3층 8,9호 (도담동, 도램마을11단지)",36.498,127.27
"세종특별자치시 보듬4로 9, 3층 6,7호 (도담동, 도램마을11단지)",36.498,127.27
"세종특별자치시 도움3로 105-8, 501.502호 (종촌동, 신목빌딩)",36.503,127.255
"세종특별자치시 한누리대로 583, 도담센트럴프라자 403호 (도담동)",36.498,127.27
"세종특별자치시 도움3로 105-5, 603.604호 (종촌동, 종촌중앙프라자)",36.503,127.255
"세종특별자치시 다정중앙로 58, 다정메디프라자 403호 (다정동)",36.527,127.265
"세종특별자치시 달빛로 59, 호만빌딩 203호,301호,302호 (종촌동)",36.503,127.255
"세종특별자치시 달빛로 59, 402.403.404호 (종촌동, 호만빌딩)",36.503,127.255
"세종특별자치시 보듬3로 92, 303호 (아름동, 해피라움2상가)",36.488,127.28
"세종특별자치시 도움3로 105-7, 501호 (종촌동, 메디케어빌딩)",36.503,127.255
"세종특별자치시 보듬3로 92, 409호 (아름동, 해피라움2상가)",36.488,127.28
"세종특별자치시 보듬3로 92, 310호 (아름동, 해피라움2상가)",36.488,127.28
"세종특별자치시 보듬3로 95, 해피라움3 3층 301,302,304-2,305호 (아름동)",36.488,127.28
"세종특별자치시 달빛로 59, 303.304호 (종촌동, 호만빌딩)",36.503,127.255
"세종특별자치시 금남면 용포로 63, 2층",36.538,127.336
"세종특별자치시 보듬3로 92, 407.408호 (아름동, 해피라움2상가)",36.488,127.28
"세종특별자치시 보듬3로 92, 206.207호 (아름동, 해피라움2상가)",36.488,127.28
"세종특별자치시 한누리대로 253, 606~607호 (나성동, 에스빌딩)",36.507,127.258
"세종특별자치시 한누리대로 492, 청암빌딩 303,304호 (어진동)",36.498,127.268
"세종특별자치시 한누리대로 157, 601-609호 (나성동, 금강프라자)",36.507,127.258
"세종특별자치시 보듬3로 104-19, 303호 (아름동, 세석빌딩)",36.488,127.28
"세종특별자치시 달빛로 47, 202호 (종촌동, 종촌파크프라자)",36.503,127.255
"세종특별자치시 달빛로 43, 3층 (종촌동, 금강빌딩)",36.503,127.255
"세종특별자치시 도움3로 105-5, 505.506호 (종촌동, 종촌중앙프라자)",36.503,127.255
"세종특별자치시 한누리대로 169, 세종행복타워 301,307,401호 (나성동)",36.507,127.258
"세종특별자치시 달빛로 47, 302호 (종촌동, 종촌파크프라자)",36.503,127.255
"세종특별자치시 한누리대로 193, 301호 (나성동, 참미르빌딩)",36.507,127.258
"세종특별자치시 한누리대로 193, 303호 (나성동, 참미르메디칼)",36.507,127.258
"세종특별자치시 누리로 106, 302호 (한솔동, 송원프라자)",36.48,127.262
"세종특별자치시 한누리대로 165 (나성동, 세종메디피아6,7층)",36.507,127.258
"세종특별자치시 도움8로 81, A동 301호 (어진동)",36.498,127.268
"세종특별자치시 부강면 부강로 53, 2층 201호 (세종클리닉)",36.53,127.355
"세종특별자치시 한누리대로 157 (나성동, 금강프라자 503호)",36.507,127.258
"세종특별자치시 한누리대로 157 (나성동, 금강프라자,304호)",36.507,127.258
"세종특별자치시 조치원읍 군청로 88, 1층",36.602,127.297
"세종특별자치시 한누리대로 165, 세종메디피아 310호 (나성동)",36.507,127.258
세종특별자치시 조치원읍 충현로 47,36.602,127.297
"세종특별자치시 소담1로 16, 지엘플렉스2 302호 (소담동)",36.544,127.258
"세종특별자치시 전의면 만세길 5, 2층",36.614,127.325
"세종특별자치시 조치원읍 새내로 88-1, 3층",36.602,127.297
"세종특별자치시 새롬중앙로 62-15, 201호 (새롬동, 해피라움W)",36.519,127.258
"세종특별자치시 한누리대로 157, 405호 (나성동, 금강프라자)",36.507,127.258
"세종특별자치시 조치원읍 새내로 122, 메가박스(외 1필지 세종시네마 1동) 204호",36.602,127.297
세종특별자치시 조치원읍 새내6길 3,36.602,127.297
"세종특별자치시 금남면 용포로 64, 1.2층",36.538,127.336
세종특별자치시 부강면 부강1길 5,36.53,127.355
"세종특별자치시 조치원읍 새내로 122, 메가박스 3층 306,307,308,309,310,311,312호",36.602,127.297
"세종특별자치시 금남면 용포로 80, 3층",36.538,127.336
"세종특별자치시 부강면 부촌길 39, 1층",36.53,127.355
세종특별자치시 장군면 장척로 405-2,36.53,127.235
"세종특별자치시 조치원읍 조치원로 22, 3층",36.602,127.297
세종특별자치시 전의면 장터길 2-1,36.614,127.325
"세종특별자치시 조치원읍 도원2로 39, 2층",36.602,127.297
세종특별자치시 조치원읍 대첩로 75,36.602,127.297
세종특별자치시 조치원읍 허만석로 60-1 (플러스타운 A동 201호),36.602,127.297
세종특별자치시 부강면 부강5길 38 (부강면사무소),36.53,127.355
세종특별자치시 조치원읍 도원2로 39,36.602,127.297
세종특별자치시 조치원읍 새내로 88-2,36.602,127.297
"세종특별자치시 소정면 소정구길 164, 103,201호",36.625,127.28
세종특별자치시 조치원읍 새내로 88-1,36.602,127.297
세종특별자치시 조치원읍 도원1로 16 (푸르지오 상가 208. 209호),36.602,127.297
세종특별자치시 조치원읍 새내로 77,36.602,127.297
세종특별자치시 조치원읍 대첩로 17,36.602,127.297
세종특별자치시 조치원읍 조치원로 31-1,36.602,127.297
"세종특별자치시 조치원읍 새내9길 3, 2,3층",36.602,127.297
"세종특별자치시 조치원읍 조치원로 42, 1층",36.602,127.297
"세종특별자치시 조치원읍 조치원4길 16, 1층",36.602,127.297
"세종특별자치시 조치원읍 새내로 97, 3층",36.602,127.297
"세종특별자치시 조치원읍 새내로 97, 601호",36.602,127.297
세종특별자치시 전의면 만세길 22,36.614,127.325
"세종특별자치시 조치원읍 새내로 122, 메가박스 210~212호",36.602,127.297
"세종특별자치시 금남면 용포로 116, 3층",36.538,127.336
세종특별자치시 조치원읍 조치원2길 5,36.602,127.297
세종특별자치시 조치원읍 으뜸길 208,36.602,127.297
"세종특별자치시 조치원읍 새내로 88-1, 4층",36.602,127.297
세종특별자치시 조치원읍 조치원1길 6,36.602,127.297
세종특별자치시 연서면 당산로 345,36.567,127.24
세종특별자치시 조치원읍 조치원로 26,36.602,127.297
"세종특별자치시 부강면 부강로 37-1, 1~2층",36.53,127.355
"세종특별자치시 한누리대로 1820, 왕관빌딩 4층 404, 405-1호 (반곡동)",36.462,127.283
세종특별자치시 조치원읍 조치원로 22,36.602,127.297
"세종특별자치시 조치원읍 새내로 97, 4층 1호",36.602,127.297
세종특별자치시 조치원읍 새내로 75,36.602,127.297
세종특별자치시 조치원읍 조치원로 30,36.602,127.297
"세종특별자치시 조치원읍 새내로 122 (세종시네마 1동 301호, 302호, 303호, 304호,305호)",36.602,127.297
세종특별자치시 조치원읍 조치원로 38,36.602,127.297
세종특별자치시 금남면 용포로 113,36.538,127.336
세종특별자치시 부강면 부강4길 10,36.53,127.355
세종특별자치시 조치원읍 새내로 96,36.602,127.297
"세종특별자치시 조치원읍 새내로 88-1, 2층",36.602,127.297
세종특별자치시 전의면 읍내길 20,36.614,127.325
"세종특별자치시 조치원읍 새내로 91, 1.2.3층",36.602,127.297
세종특별자치시 조치원읍 새내로 98,36.602,127.297
"세종특별자치시 소정면 소정구길 201, 소정면보건지소",36.625,127.28
세종특별자치시 조치원읍 새내10길 13,36.602,127.297
세종특별자치시 장군면 장척로 401,36.53,127.235
"세종특별자치시 조치원읍 새내로 97, 4층 402호",36.602,127.297
세종특별자치시 부강면 부강2길 14,36.53,127.355
세종특별자치시 조치원읍 조치원로 62,36.602,127.297
"세종특별자치시 조치원읍 조치원2길 5, 2~4층",36.602,127.297
"세종특별자치시 조치원읍 새내로 97, 5층 1호",36.602,127.297
세종특별자치시 조치원읍 새내4길 3,36.602,127.297
세종특별자치시 부강면 부강5길 11-1,36.53,127.355
세종특별자치시 조치원읍 조치원4길 6,36.602,127.297
세종특별자치시 전의면 읍내길 7,36.614,127.325
세종특별자치시 부강면 부촌길 29,36.53,127.355
세종특별자치시 조치원읍 새내로 68-1,36.602,127.297
세종특별자치시 조치원읍 장안로 1,36.602,127.297
세종특별자치시 전의면 만세길 20-12,36.614,127.325
세종특별자치시 연서면 도신고복로 427,36.567,127.24
"세종특별자치시 연기면 당산로 154, 지1층",36.558,127.315
세종특별자치시 연서면 용연로 635,36.567,127.24
"세종특별자치시 금남면 용포로 57, 금남면보건지소",36.538,127.336
"세종특별자치시 연동면 장욱진로 7, 연동면 복합커뮤니티센터",36.57,127.325
세종특별자치시 전동면 운주산로 386,36.59,127.31
세종특별자치시 연서면 대첩로 238,36.567,127.24
세종특별자치시 장군면 장척로 398-3,36.53,127.235
세종특별자치시 조치원읍 새내로 113,36.602,127.297
세종특별자치시 조치원읍 조치원로 31,36.602,127.297
세종특별자치시 전동면 금이로 184,36.59,127.31
"세종특별자치시 조치원읍 대첩로 32, 세종특별자치시보건소",36.602,127.297
세종특별자치시 연동면 송암로 246 (응암보건진료소),36.57,127.325
세종특별자치시 금남면 금남구즉로 487,36.538,127.336
세종특별자치시 전의면 양지편길 17 (양곡보건진료소),36.614,127.325
세종특별자치시 장군면 황미창말길 5-4 (송학보건진료소),36.53,127.235
세종특별자치시 전의면 읍내길 13,36.614,127.325
